"Numbering","Source","HusbandName","HusbandTribe ","HusbandSubtribe1","HusbandSubtribe2","HusbandGeneration","WifeTribe","WifeSubtribe1","WifeSubtribe2","WifeSubtribe3","WifeSubtribe4",,"WifeGeneration","Sons","Daughters","H Lat","H Lng","W Lat","W Lng"
753,"NQ121","الوليد بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",7,"ام عمرو بنت مروان بن الحكم","Quraysh","Qusayy","Umayyad","Marwanid",,7,,1,,,
751,"NQ121","الوليد بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",7,"عائشة بنت الزبير","Quraysh","Qusayy","Asad","Zubayrid",,6,1,,,,
754,"NQ121","الوليد بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",7,"لبابة بنت الاسود بن سفيان بن عبد الاسد بن هلال بن عبد الله بن عمرو بن مخزوم","Quraysh","Makhzum",,,,7,,1,,,
758,"NQ121","سعيد بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",7,"ابنة ابو سفيان بن حرب بن امية","Quraysh","Qusayy","Umayyad","Sufyanid",,6,1,1,,,
747,"NQ120","عمر بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",7,"ام الحكم بنت ذؤيب بن حلحلة بن عمرو بن كليب بن اصرم بن عبد الله بن قمير بن حبشية بن سلول بن كعب","Khuza'a",,,,,8,,1,,,
803,"NQ128","عمرو بن عثمان بن  عفان","Quraysh","Qusayy","Umayyad","Uthmanid",7,"رملة بنت معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,7,2,,,,
672,"NQ113","عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",7,"Unnamed - من بنو مرة بن عوف","Ghatafan","Murra b. Awf",,,,,1,,,,
1067,"NQ170","عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",7,"ام كلثوم بنت الحارث بن الحكم بن ابو العاصى","Quraysh","Qusayy","Umayyad",,,7,,,,,
668,"NQ113","عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",7,"حفصة بنت عبد الله بن عمر بن الخطاب","Quraysh","Adi b. Ka'b",,,,8,1,,,,
727,"NQ118","بكير بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",8,"سكينة بنت مصعب بن الزبير بن العوام","Quraysh","Qusayy","Asad","Zubayrid",,7,,1,,,
825,"NQ131","خالد بن عمرو بن عثمان","Quraysh","Qusayy","Umayyad","Uthmanid",8,"ام عثمان بنت سعيد بن العاصى بن سعيد بن العاصى","Quraysh","Qusayy","Umayyad",,,8,1,,,,
750,"NQ120","زيد بن عمر بن عثمان","Quraysh","Qusayy","Umayyad","Uthmanid",8,"سكينة بنت الحسين","Quraysh","Qusayy","Hashim","Alid","Husaynid",,,,,,
744,"NQ120","عبد الرحمن بن ابان بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",8,"حنتمة بنت محمد بن عبد الرحمن بن الحارث بن هشام بن المغيرة","Quraysh","Makhzum",,,,8,1,1,,,
1608,"NQ306","عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",8,"اسماء بنت عبد الرحمن بن الحارث بن هشام (بن المغيرة)","Quraysh","Makhzum",,,,7,,,,,
679,"NQ114","عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",8,"ام عبد العزيز بنت عبد الله بن خالد بن اسيد بن ابو العيص بن امية","Quraysh","Qusayy","Umayyad",,,8,2,3,,,
682,"NQ114","عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",8,"ام عمرو بنت ابان بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,8,1,1,,,
680,"NQ114","عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",8,"فاطمة بنت حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",7,2,"1+B679C679:T679B679:T679",,,
1259,"NQ220","عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",8,"فاطمة بنت عبد الله بن السائب بن ابو حبيش بن المطلب بن اسد بن عبد العزى بن قصىّ","Quraysh","Qusayy","Asad",,,7,,,,,
724,"NQ118","عمر بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",8,"آمنة بنت عمر بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,8,1,,,,
714,"NQ117","عنبسة بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",8,"زينب بنت خالد بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,8,3,,,,
302,"NQ53","مروان بن ابان بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",8,"ام القاسم بنت الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,1,,,,
703,"NQ116","امية بن عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",9,"ام حبيب بنت ابراهيم بن عبد الرحمن بن عبد الله بن ابو ربيعة بن المغيرة","Quraysh","Makhzum",,,,8,1,,,,
1147,"NQ192","خالد بن عبد الله بن عمر بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",9,"ام محمد بنت عبد الله بن خالد بن اسيد بن ابو العيص بن امية بن عبد شمس","Quraysh","Qusayy","Umayyad",,,8,,,,,
695,"NQ115","خالد بن عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",9,"اسماء بنت عروة بن الزبير بن العوام","Quraysh","Qusayy","Asad","Zubayrid",,7,4,1,,,
694,"NQ115","خالد بن عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",9,"رملة بنت عبد الرحمن بن عبد الله بن خالد بن اسيد (بن ابو العيص بن امية)","Quraysh","Qusayy","Umayyad",,,9,3,3,,,
719,"NQ117","خالد بن عنبسة بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",9,"ام السرى بنت بكر بن عمرو بن عثمان","Quraysh","Qusayy","Umayyad","Uthmanid",,9,4,,,,
693,"NQ115","سعيد بن المغيرة بن عمرو بن عثمان","Quraysh","Qusayy","Umayyad","Uthmanid",9,"عزة بنت عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,9,2,1,,,
998,"NQ161","سعيد بن خالد بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",9,"ام عمر بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad",,,7,,,,,
700,"NQ116","عبد العزيز بن عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",9,"الحلال بنت بخيت بن عبد الرحمن بن الاسود بن ابو البخترى (بن هاشم بن الحارث بن أسد بن عبد العزى بن قصي)","Quraysh","Qusayy","Asad",,,9,,2,,,
726,"NQ118","عبد الله بن عمر بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",9,"عثيمة بنت بكير بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,9,2,,,,
692,"NQ115","عبد الله بن عنبسة بن عمرو بن عثمان","Quraysh","Qusayy","Umayyad","Uthmanid",9,"اروى بنت عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,9,3,2,,,
721,"NQ117","عبد الله بن عنبسة بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",9,"الصعبة بنت عمر بن موسى بن عبيد الله بن (بن عثمان بن عمرو بن عمر بن كعب بن سعد بن تيم)","Quraysh","Taym b. Murra",,,,8,1,,,,
1127,"NQ181","عثمان بن عنبسة بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",9,"حميدة بنت سعيد بن العاصى بن سعيد بن العاصى بن امية","Quraysh","Qusayy","Umayyad",,,,2,,,,
402,"NQ65","عمر بن عاصم بن عمر بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",9,"كلثم بنت وهب بن عبد الله بن عبد الرحمن بن وهب بن عبد الله الاكبر بن زمعة بن الاسود (بن مطلب بن الاسد بن عبد العزى)","Quraysh","Qusayy","Asad",,,11,,1,,,
704,"NQ116","محمد الاصغر بن عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",9,"ام كلثوم بنت ابراهيم بن محمد بن طلحة بن عبيد الله","Quraysh","Taym b. Murra",,,,8,5,1,,,
708,"NQ117","محمد الاصغر بن عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",9,"حفصة بنت عمران بن ابراهيم بن محمد بن طلحة بن عبيد الله","Quraysh","Taym b. Murra",,,,9,,1,,,
732,"NQ119","عبد الله بن سعيد بن المغيرة بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",10,"حفصة بنت محمد بن عبد الله بن عمرو بن عثمان","Quraysh","Qusayy","Umayyad","Uthmanid",,10,3,3,,,
656,"NQ106","عبد الملك بن سعيد بن خالد بن عمرو بن عثمان","Quraysh","Qusayy","Umayyad","Uthmanid",10,"رملة بن امية بن عمرو بن سليمان بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",,11,,,,,
1648,"NQ310","عثمان بن خالد بن عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",10,"حفصة بنت المغیرة بن عبد الرحمن بن الحارث","Quraysh","Makhzum",,,,8,,,,,
678,"NQ114","عمرو بن خالد بن عبد الله بن عمرو بن عثمان","Quraysh","Qusayy","Umayyad","Uthmanid",10,"فاطمة بنت عثمان بن عروة بن الزبير","Quraysh","Qusayy","Asad","Zubayrid",,8,,1,,,
1883,"NQ359","محمد بن عبد الله بن عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",10,"آمنة الكبرى بنت عبد العزيز بن عبد الله بن عبد الله بن عمر بن الخطاب بن نفيل بن عبد العزى بن رياح بن عبد الله بن قرط بن رزاح بن عدى بن كعب بن لؤى بن غالب بن فهر","Quraysh","Adi b. Ka'b",,,,10,,,,,
786,"NQ125","ابو سفيان بن حرب بن امية","Quraysh","Qusayy","Umayyad","Sufyanid",5,"هند بنت عتبة بن ربيعة بن عبد شمس","Quraysh","Qusayy","Abd Shams",,5,1,2,,,,
836,"NQ132","عبد الله بن معاوية بن ابو سفيان بن حرب","Quraysh","Qusayy","Umayyad","Sufyanid",7,"امة الحميد بنت عبد الله بن عامر بن كريز بن ربيعة بن حبيب بن عبد شمس","Quraysh","Qusayy","Abd Shams",,8,,1,,,,
918,"NQ150","يزيد بن معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",7,"ام كلثوم بنت عبد الله بن عامر بن كريز بن ربيعة بن حبيب بن عبد شمس","Quraysh","Qusayy","Abd Shams",,8,,,,,,
806,"NQ128","یزيد بن معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",7,"ام هاشم بنت ابو هاشم بن عتبة بن ربيعة","Quraysh","Qusayy","Abd Shams",,5,2,,,,,
807,"NQ129","یزيد بن معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",7,"أم كلثوم بنت عبد الله بن عامر بن كريز بن ربيعة بن حبيب بن عبد شمس","Quraysh","Qusayy","Abd Shams",,7,1,1,,,,
859,"NQ134","عنبسة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",6,"زينب بنت الزبير بن العوام","Quraysh","Qusayy","Asad","Zubayrid",6,1,2,,,,
851,"NQ133","الولید بن عتبة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",7,"لبابة بنت عبيد الله بن العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,,,,,,
535,"NQ83","يزيد بن معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",7,"ام محمد بنت عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,7,,,,,,
818,"NQ131","عبد الله بن خالد بن يزيد بن معاوية بن ابو سفيان بن حرب","Quraysh","Qusayy","Umayyad","Sufyanid",9,"نفيسة بنت عبيد الله بن العباس بن على","Quraysh","Qusayy","Hashim","Alid",,,,,,,
801,"NQ128","معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",6,"فاختة بنت قرظة بن عبد عمرو بن نوفل بن عبد مناف","Quraysh","Qusayy","Nawfal",,5,1,1,,,,
1205,"NQ204","معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",6,"كنود بنت قرظة بن عبد عمرو بن نوفل بن عبد مناف","Quraysh","Qusayy","Nawfal",,5,,,,,,
632,"NQ100","ابو سفيان بن حرب بن امية","Quraysh","Qusayy","Umayyad","Sufyanid",4,"صفية بنت ابو العاصى بن امية الاكبر بن عبد شمس","Quraysh","Qusayy","Umayyad",,5,1,1,,,,
791,"NQ126","ابو سفيان بن حرب بن امية","Quraysh","Qusayy","Umayyad","Sufyanid",5,"صفية بنت ابو عمرو بن امية بن عبد شمس","Quraysh","Qusayy","Umayyad",,5,1,2,,,,
794,"NQ126","ابو سفيان بن حرب بن امية","Quraysh","Qusayy","Umayyad","Sufyanid",5,"لبابة بنت ابو العاصى بن امية","Quraysh","Qusayy","Umayyad",,5,,1,,,,
865,"NQ134","حنظلة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",6,"سلمى بنت عمرو بن حرب بن امية","Quraysh","Qusayy","Umayyad",,6,1,,,,,
814,"NQ130","عثمان بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",6,"ام عثمان بنت یزيد بن معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",8,,1,,,,
789,"NQ126","معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",6,"كثنة بنت امية بن ابو سفيان بن امية بن عبد شمس","Quraysh","Qusayy","Umayyad","Sufyanid",6,,,,,,
854,"NQ133","الولید بن عتبة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",7,"رملة بنت سعيد بن العاصى","Quraysh","Qusayy","Umayyad",,8,,,,,,
813,"NQ130","عباد بن زياد بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",7,"ام عبد الرحمن بنت یزيد بن معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",8,,,,,,
845,"NQ132","عبد الرحمن بن زياد بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",7,"فاختة بنت عتبة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",7,1,,,,,
759,"NQ121","عبد الله بن معاوية بن ابو سفيان بن حرب","Quraysh","Qusayy","Umayyad","Sufyanid",7,"عائشة بنت سعيد بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",8,,,,,,
812,"NQ130","عتبة بن عتبة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",7,"رملة بنت یزيد بن معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",8,,,,,,
860,"NQ134","عثمان بن محمد بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",7,"عاتكة بنت عنبسة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",7,,,,,,
811,"NQ130","عمرو بن عتبة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",7,"ام محمد بنت یزيد بن معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",8,,,,,,
805,"NQ128","محمد بن زياد بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",7,"عائشة بنت معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",7,,,,,,
1122,"NQ181","يزيد بن معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",7,"رملة بنت سعيد بن العاصى بن سعيد بن العاصى بن امية","Quraysh","Qusayy","Umayyad",,8,,,,,,
810,"NQ130","الاصبغ بن عبد العزيز بن مروان بن الحكم","Quraysh","Qusayy","Umayyad","Sufyanid",8,"ام يزيد بنت یزيد بن معاوية بن ابو سفيان ","Quraysh","Qusayy","Umayyad","Sufyanid",8,1,,,,,
1107,"NQ180","خالد بن يزيد بن معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",8,"آمنة بنت سعيد بن العاصى بن سعيد بن العاصى بن امية","Quraysh","Qusayy","Umayyad",,8,1,,,,,
1002,"NQ162","خالد بن یزيد بن معاوية ","Quraysh","Qusayy","Umayyad","Sufyanid",8,"عائشة بنت عبد الملك بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",8,,,,,,
1115,"NQ181","عبد الرحمن بن يزيد بن معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",8,"مریم بنت سعيد بن العاصى بن سعيد بن العاصى بن امية","Quraysh","Qusayy","Umayyad",,8,1,,,,,
823,"NQ131","عبد الله بن يزيد بن معاوية","Quraysh","Qusayy","Umayyad","Sufyanid",8,"ام عثمان بنت سعيد بن العاصى بن سعيد بن العاصى","Quraysh","Qusayy","Umayyad",,8,2,,,,,
832,"NQ132","عبد الله بن يزيد بن معاوية","Quraysh","Qusayy","Umayyad","Sufyanid",8,"ام كلثوم بنت عنبسة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",7,,1,,,,
834,"NQ132","عبد الله بن يزيد بن معاوية","Quraysh","Qusayy","Umayyad","Sufyanid",8,"ام موسى بنت عمرو بن سعيد بن العاصى","Quraysh","Qusayy","Umayyad",,8,,1,,,,
830,"NQ131","عبد الله بن يزيد بن معاوية","Quraysh","Qusayy","Umayyad","Sufyanid",8,"عاتكة بنت عبد الله بن معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",8,,2,,,,
822,"NQ131","محمد بن الوليد بن عتبة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",8,"ام خالد بنت عبد الرحمن بن يزيد (بن معاوية)","Quraysh","Qusayy","Umayyad","Sufyanid",9,1,1,,,,
829,"NQ131","سعيد بن خالد بن يزيد","Quraysh","Qusayy","Umayyad","Sufyanid",9,"حمادة عبد الله بن يزيد بن معاوية","Quraysh","Qusayy","Umayyad","Sufyanid",9,,,,,,
831,"NQ132","عثمان بن محمد بن عثمان بن محمد بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",9,"ام عثمان بنت عبد الله بن يزيد بن معاوية","Quraysh","Qusayy","Umayyad","Sufyanid",9,,,,,,
1894,"NQ360","يزيد بن معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",7,"ام مسكين بنت عمر بن عاصم بن عمر بن الخطاب بن نفيل بن عبد العزى بن رياح بن عبد الله بن قرط بن رزاح بن عدى بن كعب بن لؤى بن غالب بن فهر","Quraysh","Adi b. Ka'b",,,9,,,,,,
798,"NQ126","ابو سفيان بن حرب بن امية","Quraysh","Qusayy","Umayyad","Sufyanid",5,"Unnamed","Kinana","Al-Harith b. 'Abd Manaa",,,,,1,,,,
840,"NQ132","عتبة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",6,"بنت عبد بن زمعة بن قيس بن عبد شمس بن عبد ود بن نصر بن مالك بن حسل","Quraysh","Amir b. Lu'ayy",,,6,1,,,,,
787,"NQ126","ابو سفيان بن حرب بن امية","Quraysh","Qusayy","Umayyad","Sufyanid",5,"زينب بنت نوفل بن خلف بن فوالة بن حذيفة بن طريف بن علقمة بن فراس بن غنم بن مالك بن كنانة","Kinana","Firas b. Ghanam",,,,1,,,,,
788,"NQ126","امية بن ابو سفيان بن امية بن عبد شمس","Quraysh","Qusayy","Umayyad","Sufyanid",6,"زينب بنت نوفل بن خلف بن فوالة بن حذيفة بن طريف بن علقمة بن فراس بن غنم بن مالك بن كنانة","Kinana","Firas b. Ghanam",,,,1,1,,,,
1609,"NQ306","معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",6,"عائشة بنت عبد الرحمن بن الحارث بن هشام (بن المغيرة)","Quraysh","Makhzum",,,7,,,,,,
846,"NQ133","الولید بن عتبة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",7,"ام حجير بنت عبد الرحمن بن الحارث بن هشام (بن المغيرة)","Quraysh","Makhzum",,,7,1,2,,,,
1598,"NQ306","عبد الله بن معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",7,"ام حجير بنت عبد الرحمن بن الحارث بن هشام (بن المغيرة)","Quraysh","Makhzum",,,7,,,,,,
790,"NQ126","ابو سفيان بن حرب بن امية","Quraysh","Qusayy","Umayyad","Sufyanid",5,"عاتكة بنت ابو ازيهر بن اقيش بن الحقيق بن كعب بن الحارث بن عبد الله بن الحارث الغطريف من الازد","Azd",,,,,2,,,,,
843,"NQ132","عتبة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",6,"حكيمة بنت يعلى بن امية","Tamim ",,,,5,3,,,,,
841,"NQ132","عتبة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",6,"ام سعيد  بنت عروة بن مسعود بن معتب الثقفى","Thaqif",,,,,1,,,,,
863,"NQ134","محمد بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",6,"ام عثمان بنت اسيد بن الاخنس بن شريق","Thaqif",,,,,1,,,,,
800,"NQ127","معاوية بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",6,"ميسون بنت بحدل بن انيف بن دلجة بن قنافة بن عدى بن زهير بن حارثة بن جناب","Kalb",,,,,1,,,,,
855,"NQ133","عمرو بن عتبة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",7,"ام عبد الله بن زياد بن ابو سفيان","Thaqif/Quraysh (by adoption)",,,,,1,,,,,
857,"NQ133","عمرو بن عتبة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",7,"ام معاوية بنت زياد بن ابو سفيان","Thaqif/Quraysh (by adoption)",,,,,2,,,,,
821,"NQ131","عبد الرحمن بن يزيد (بن معاوية)","Quraysh","Qusayy","Umayyad","Sufyanid",8,"عائشة بنت زبان بن انيف بن عبيد بن مصاد بن حصن بن كعب بن عليم من کلب","Kalb",,,,,,1,,,,
819,"NQ131","عبد الله بن يزيد بن معاوية","Quraysh","Qusayy","Umayyad","Sufyanid",8,"عائشة بنت زبان بن انيف بن عبيد بن مصاد بن حصن بن كعب بن عليم من کلب","Kalb",,,,,1,1,,,,
1089,"NQ173","مروان بن الحكم","Quraysh","Qusayy","Umayyad","Marwanid",6,"عائشة بنت معاوية بن المغيرة بن ابو العاصى","Quraysh","Qusayy","Umayyad",,,7,1,,,,
